gesture_idx,gesture_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
7,Ronaldinho,0.36309218406677246,0.7418510317802429,-5.216991212364519e-07,0.2910108268260956,0.655709981918335,-0.0040331510826945305,0.25179323554039,0.5588459968566895,-0.012506470084190369,0.2357485443353653,0.47382932901382446,-0.019946318119764328,0.2079787403345108,0.4177822470664978,-0.02432854287326336,0.33008816838264465,0.4745466709136963,-0.01334534864872694,0.34790340065956116,0.45651352405548096,-0.014122494496405125,0.3423994779586792,0.4968808591365814,-0.015264622867107391,0.33349698781967163,0.5350263118743896,-0.01652565225958824,0.38790005445480347,0.49308252334594727,-0.016324736177921295,0.3937501907348633,0.4803425967693329,-0.010447242297232151,0.3839893937110901,0.5171207189559937,-0.011711925268173218,0.37590518593788147,0.5554120540618896,-0.01788948103785515,0.4343644082546234,0.5279592275619507,-0.01731589064002037,0.43228772282600403,0.5084799528121948,-0.016752859577536583,0.4186381697654724,0.545289158821106,-0.011345990002155304,0.4080597460269928,0.5822490453720093,-0.010667695663869381,0.47053056955337524,0.5703577995300293,-0.017464615404605865,0.49767059087753296,0.5010637044906616,-0.019272899255156517,0.5127119421958923,0.4575439393520355,-0.012820578180253506,0.5213639736175537,0.41782552003860474,-0.008672812022268772
7,Ronaldinho,0.4976189136505127,0.6918256878852844,-5.580570245911076e-07,0.43085047602653503,0.6081888675689697,-0.005768376402556896,0.3900927007198334,0.5166443586349487,-0.014668712392449379,0.3685215413570404,0.434463232755661,-0.02299724705517292,0.3395838141441345,0.38340792059898376,-0.029075386002659798,0.4662049412727356,0.4253023862838745,-0.004910238552838564,0.47636839747428894,0.4174274802207947,-0.004666007123887539,0.47322794795036316,0.4601250886917114,-0.008992517367005348,0.4652661681175232,0.4946368336677551,-0.011162210255861282,0.5226470828056335,0.44057807326316833,-0.00585201708599925,0.5272188186645508,0.44349125027656555,0.0034630601294338703,0.5193875432014465,0.4827570617198944,-0.002468002261593938,0.5092067718505859,0.5201858282089233,-0.010549446567893028,0.5692377686500549,0.47120070457458496,-0.004949223715811968,0.5673735737800598,0.47157490253448486,-0.0012033928651362658,0.556959867477417,0.5099478960037231,-0.0022821547463536263,0.5446606874465942,0.5447460412979126,-0.004408376757055521,0.6067315340042114,0.5097323656082153,-0.003115392755717039,0.6275481581687927,0.44708383083343506,0.0023306331131607294,0.6390787363052368,0.40311017632484436,0.010982192121446133,0.6422774791717529,0.3674103617668152,0.01749611087143421
7,Ronaldinho,0.5190938711166382,0.5122881531715393,-5.669010647579853e-07,0.45354557037353516,0.4336872100830078,-0.01517493650317192,0.41528841853141785,0.3466804325580597,-0.02912607416510582,0.400375097990036,0.26903510093688965,-0.03979690372943878,0.3821066617965698,0.2091684341430664,-0.047578562051057816,0.5156245231628418,0.2516101896762848,-0.02429637685418129,0.4971977174282074,0.26903843879699707,-0.024234436452388763,0.4920964539051056,0.31165096163749695,-0.02652999944984913,0.4907657206058502,0.34146612882614136,-0.02843470126390457,0.5686535835266113,0.27434229850769043,-0.023632053285837173,0.5457521080970764,0.2978558838367462,-0.018481452018022537,0.5346475839614868,0.33377912640571594,-0.025338154286146164,0.5283890962600708,0.3667582869529724,-0.03524140268564224,0.6075788140296936,0.3151836693286896,-0.020575234666466713,0.5825371146202087,0.32592490315437317,-0.022604232653975487,0.5663450956344604,0.3625429570674896,-0.024660749360919,0.5575813055038452,0.39506351947784424,-0.028186608105897903,0.6353299617767334,0.3621136248111725,-0.017291728407144547,0.6573114991188049,0.3100222945213318,-0.01832534745335579,0.6714481115341187,0.2718701660633087,-0.012162581086158752,0.679229736328125,0.23921328783035278,-0.007925936952233315
7,Ronaldinho,0.4048154354095459,0.4637743830680847,-4.90252887175302e-07,0.3406982123851776,0.39894628524780273,-0.012523974291980267,0.3028566539287567,0.3271751403808594,-0.024152588099241257,0.2858406901359558,0.25965067744255066,-0.032146748155355453,0.26635807752609253,0.20843908190727234,-0.03740307316184044,0.3810673654079437,0.23182174563407898,-0.027651915326714516,0.36681973934173584,0.2519938051700592,-0.023018525913357735,0.3662470579147339,0.286150187253952,-0.019249511882662773,0.3665871024131775,0.31140559911727905,-0.018532507121562958,0.43108034133911133,0.24405188858509064,-0.02737392857670784,0.41439199447631836,0.27294597029685974,-0.018248990178108215,0.40637508034706116,0.30135196447372437,-0.020940404385328293,0.4015173614025116,0.32918187975883484,-0.02959752455353737,0.4702830910682678,0.27778297662734985,-0.0240830909460783,0.4537973701953888,0.29125460982322693,-0.02350660040974617,0.44193848967552185,0.32379090785980225,-0.02349388785660267,0.4346180856227875,0.3509831726551056,-0.027617601677775383,0.5000855922698975,0.3223477303981781,-0.020495833829045296,0.5214712023735046,0.27918264269828796,-0.023232078179717064,0.5377261638641357,0.2485506236553192,-0.01924199052155018,0.5487191081047058,0.2202322781085968,-0.017463810741901398
7,Ronaldinho,0.3254777491092682,0.46762368083000183,-5.165299512555066e-07,0.26068490743637085,0.402604877948761,-0.012914474122226238,0.22347193956375122,0.33138155937194824,-0.02348233386874199,0.21135792136192322,0.26394516229629517,-0.030842123553156853,0.1972985863685608,0.20961838960647583,-0.03496452793478966,0.2913915514945984,0.2306787073612213,-0.029683580622076988,0.2907603085041046,0.2519446611404419,-0.03020980954170227,0.2910548448562622,0.29272106289863586,-0.02839336171746254,0.28660938143730164,0.32033035159111023,-0.027884354814887047,0.3423904478549957,0.24231335520744324,-0.03104688599705696,0.3402825593948364,0.2752978205680847,-0.028839239850640297,0.33299368619918823,0.31052619218826294,-0.032985761761665344,0.32428866624832153,0.33756405115127563,-0.040477294474840164,0.3853622376918793,0.27492693066596985,-0.03011997416615486,0.3808976411819458,0.2980489134788513,-0.03803940862417221,0.369199275970459,0.3357570767402649,-0.03992103040218353,0.3579700291156769,0.362017959356308,-0.042318444699048996,0.42010000348091125,0.3180115222930908,-0.02875487133860588,0.44354555010795593,0.2731972932815552,-0.03790736570954323,0.4624633193016052,0.24061733484268188,-0.03579326719045639,0.4770846962928772,0.2107587456703186,-0.033313196152448654
7,Ronaldinho,0.19501855969429016,0.4851002097129822,-6.597302899535862e-07,0.14553317427635193,0.40002164244651794,0.01706666126847267,0.11425946652889252,0.31862297654151917,0.019221412017941475,0.10045116394758224,0.24880750477313995,0.016382884234189987,0.08257994055747986,0.19924341142177582,0.014643063768744469,0.16448155045509338,0.20995385944843292,0.016767384484410286,0.20712919533252716,0.22276708483695984,0.019979825243353844,0.21122010052204132,0.27151063084602356,0.01769375614821911,0.19435444474220276,0.30799737572669983,0.015476659871637821,0.21126605570316315,0.21013768017292023,0.0013580673839896917,0.25063544511795044,0.24115541577339172,0.010014470666646957,0.24669870734214783,0.29281219840049744,0.0032705955673009157,0.22711721062660217,0.32783907651901245,-0.004869578406214714,0.25766319036483765,0.23379115760326385,-0.01127520389854908,0.2878817319869995,0.25748488306999207,-0.010696913115680218,0.2827305793762207,0.31039080023765564,-0.012226217426359653,0.26554080843925476,0.3419967293739319,-0.014092253521084785,0.30122560262680054,0.2767895758152008,-0.021700795739889145,0.33894380927085876,0.21971005201339722,-0.022909220308065414,0.3654499650001526,0.19144411385059357,-0.015672221779823303,0.3832102417945862,0.16650643944740295,-0.008658822625875473
7,Ronaldinho,0.2225348949432373,0.4560093581676483,-6.185243250911299e-07,0.17425504326820374,0.37695392966270447,0.011830381117761135,0.14417922496795654,0.303202360868454,0.010954447090625763,0.1297210454940796,0.23871485888957977,0.0064137037843465805,0.11481624841690063,0.19101856648921967,0.0031763443257659674,0.1931084394454956,0.19740599393844604,0.008245550096035004,0.22345110774040222,0.210841104388237,0.012850364670157433,0.22536185383796692,0.25556978583335876,0.012687213718891144,0.21208924055099487,0.2886022627353668,0.011193487793207169,0.23914551734924316,0.19868436455726624,-0.004625932779163122,0.2685163617134094,0.23004424571990967,0.005427183583378792,0.26376691460609436,0.2772694528102875,-0.0007522493833675981,0.248753160238266,0.3086860477924347,-0.009704116731882095,0.28429222106933594,0.22253985702991486,-0.014405275695025921,0.30777594447135925,0.24280746281147003,-0.011902407743036747,0.3023715615272522,0.29084503650665283,-0.012072950601577759,0.28851574659347534,0.32122448086738586,-0.014404860325157642,0.3255653977394104,0.2650611698627472,-0.022509055212140083,0.3585340082645416,0.20968058705329895,-0.02312185987830162,0.3831050395965576,0.1822102963924408,-0.015364215709269047,0.4007563591003418,0.1587761640548706,-0.008596011437475681
7,Ronaldinho,0.3272984027862549,0.43619227409362793,-5.653208177136548e-07,0.2653079032897949,0.3673141598701477,-0.007324002683162689,0.23710912466049194,0.293491393327713,-0.016215525567531586,0.23122143745422363,0.22382983565330505,-0.02370099350810051,0.2080945074558258,0.1758490651845932,-0.028834912925958633,0.30281370878219604,0.19171103835105896,-0.02081569842994213,0.3075365424156189,0.21284210681915283,-0.023876484483480453,0.3068503141403198,0.25891393423080444,-0.02680564858019352,0.30026885867118835,0.28772786259651184,-0.030060725286602974,0.35324761271476746,0.20473632216453552,-0.025132739916443825,0.3541218340396881,0.23364964127540588,-0.023098507896065712,0.3445093333721161,0.2770267128944397,-0.028203889727592468,0.3329428434371948,0.30463284254074097,-0.03677754104137421,0.39557120203971863,0.23897328972816467,-0.027386611327528954,0.3933175206184387,0.2565212547779083,-0.03430385887622833,0.37930774688720703,0.2982063889503479,-0.03453059121966362,0.3648880124092102,0.3246585428714752,-0.03643804416060448,0.43037497997283936,0.2853272557258606,-0.02904789336025715,0.4573051631450653,0.2355862557888031,-0.03662674501538277,0.4778369665145874,0.2051958292722702,-0.03296976536512375,0.4932723045349121,0.17472469806671143,-0.029882105067372322
7,Ronaldinho,0.49782803654670715,0.45554494857788086,-4.940826556776301e-07,0.4355108439922333,0.38360077142715454,-0.011146965436637402,0.40088000893592834,0.308866947889328,-0.02370641939342022,0.3864884376525879,0.23958146572113037,-0.033580880612134933,0.36881542205810547,0.1883586049079895,-0.04078216478228569,0.4873969554901123,0.21642085909843445,-0.02422305941581726,0.4758819043636322,0.23251505196094513,-0.022177545353770256,0.47469425201416016,0.2706753611564636,-0.021380165591835976,0.4735509753227234,0.29653432965278625,-0.021798143163323402,0.5380589962005615,0.2378966063261032,-0.02487390674650669,0.5240237712860107,0.2553043067455292,-0.018030190840363503,0.516312301158905,0.2857840657234192,-0.02098756656050682,0.5093727707862854,0.31324294209480286,-0.02852381393313408,0.5767260193824768,0.2760081887245178,-0.02284500002861023,0.5597426891326904,0.28410476446151733,-0.02287951298058033,0.5481791496276855,0.3163292706012726,-0.021943209692835808,0.5399448275566101,0.34266984462738037,-0.024173270910978317,0.6047048568725586,0.32082369923591614,-0.020454872399568558,0.6266124248504639,0.27819520235061646,-0.02084803767502308,0.6411862969398499,0.24708843231201172,-0.01436607725918293,0.6495410203933716,0.2169308364391327,-0.010299481451511383
7,Ronaldinho,0.5531961917877197,0.44828975200653076,-5.106845719637931e-07,0.49291425943374634,0.3755863308906555,-0.008967624045908451,0.45820385217666626,0.29571887850761414,-0.0192647036164999,0.4458529055118561,0.22497734427452087,-0.02823837473988533,0.42733609676361084,0.17236635088920593,-0.03518974035978317,0.545839786529541,0.21143779158592224,-0.01588866114616394,0.5382330417633057,0.22366970777511597,-0.018009014427661896,0.534211277961731,0.2597056031227112,-0.023578409105539322,0.5318960547447205,0.2827697694301605,-0.028224309906363487,0.5982875823974609,0.2328536957502365,-0.017929505556821823,0.585624098777771,0.249295175075531,-0.013004466891288757,0.5773105025291443,0.27951252460479736,-0.018384212628006935,0.5704622864723206,0.3062521815299988,-0.027215812355279922,0.6371987462043762,0.268548846244812,-0.018203524872660637,0.622314989566803,0.274363249540329,-0.018952958285808563,0.6114403009414673,0.30472227931022644,-0.018616262823343277,0.601990282535553,0.33108413219451904,-0.02097618579864502,0.6649814248085022,0.3096211552619934,-0.01836429536342621,0.6842091083526611,0.27066919207572937,-0.01839669607579708,0.6957656741142273,0.24379193782806396,-0.01159934513270855,0.7005109786987305,0.21964780986309052,-0.0070619480684399605
